"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Bean_Type","Broad_Bean_Origin","is_bitter"
"Republica del Cacao (aka Confecta)","Manabi",147,2007,75,"Ecuador",3,"Forastero (Arriba)","Ecuador","Yes"
"Republica del Cacao (aka Confecta)","El Oro",147,2007,67,"Ecuador",3.5,"Forastero (Arriba)","Ecuador","No"
"Republica del Cacao (aka Confecta)","Los Rios",170,2007,75,"Ecuador",3.75,"Forastero (Arriba)","Ecuador","Yes"
"Ritual","Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75,"U.S.A.",3.75,NA,"Ecuador","Yes"
"Ritual","Camino Verde P., Balao, Guayas, 2014",1466,2015,85,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Ritual","Toledo District, Maya",1089,2013,75,"U.S.A.",3.75,"Trinitario","Belize","Yes"
"Ritual","Maranon, Cajamarca",1181,2013,75,"U.S.A.",3,"Forastero (Nacional)","Peru","Yes"
"Ritual","Sambirano",891,2012,75,"U.S.A.",4,"Trinitario","Madagascar","Yes"
"Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,75,"U.S.A.",3.25,"Nacional (Arriba)","Ecuador","Yes"
"Ritual","Gran Couva",979,2012,75,"U.S.A.",3.5,"Trinitario","Trinidad","Yes"
"Ritual","Costa Rica",745,2011,75,"U.S.A.",3.5,NA,"Costa Rica","Yes"
"Roasting Masters","La Dorado, light roast",1844,2016,70,"South Korea",3.25,NA,"Costa Rica","Yes"
"Roasting Masters","Tapanti, light roast",1844,2016,70,"South Korea",3.25,NA,"Costa Rica","Yes"
"Roasting Masters","Maleku",1844,2016,70,"South Korea",3.25,NA,"Costa Rica","Yes"
"Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,75,"Madagascar",3.25,"Trinitario","Madagascar","Yes"
"Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,68,"Madagascar",3.25,"Trinitario","Madagascar","No"
"Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,66,"U.K.",3.5,"Trinitario","Grenada","No"
"Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,75,"U.S.A.",3.75,NA,"Honduras","Yes"
"Rogue","Caranero, Choc. Garage Exclusive",1446,2015,70,"U.S.A.",3.75,NA,"Venezuela","Yes"
"Rogue","Tranquilidad, Batch 1",1566,2015,75,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Rogue","Porcelana",1209,2014,80,"U.S.A.",3.75,"Criollo","Venezuela","Yes"
"Rogue","Akessons Estate, Sambirano, 2013",1038,2013,70,"U.S.A.",3.5,"Trinitario","Madagascar","Yes"
"Rogue","Hispaniola, 2013",1081,2013,70,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Rogue","Silvestre, Batch 7, 2013",1081,2013,75,"U.S.A.",4,NA,"Bolivia","Yes"
"Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,75,"U.S.A.",3.75,"Trinitario","Jamaica","Yes"
"Rogue","Camino Verde P., Balao, Guayas",979,2012,75,"U.S.A.",3.75,"Nacional (Arriba)","Ecuador","Yes"
"Rogue","Silvestre, Batch 1, 2011",793,2011,75,"U.S.A.",3,"Criollo","Bolivia","Yes"
"Rogue","Piura",565,2010,75,"U.S.A.",3.75,NA,"Peru","Yes"
"Rogue","Rio Caribe",327,2009,70,"U.S.A.",3.5,"Trinitario","Venezuela","Yes"
"Rogue","Hispaniola, 2008",213,2008,70,"U.S.A.",2.75,NA,"Dominican Republic","Yes"
"Rogue","Jamaica",213,2008,70,"U.S.A.",2.75,"Trinitario","Jamaica","Yes"
"Rogue","Sambirano, 2008",213,2008,70,"U.S.A.",2.75,"Trinitario","Madagascar","Yes"
"Rogue","Trinidad",213,2008,70,"U.S.A.",3,"Trinitario","Trinidad","Yes"
"Rozsavolgyi","Sur del Lago",809,2012,84,"Hungary",2.5,NA,"Venezuela","Yes"
"Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,76,"Hungary",2.25,"Trinitario","Venezuela","Yes"
"Rozsavolgyi","Sambirano, Akesson Estate",871,2012,72,"Hungary",2.5,"Trinitario","Madagascar","Yes"
"Rozsavolgyi","Carenero Superior",713,2011,73,"Hungary",3.5,"Criollo","Venezuela","Yes"
"Rozsavolgyi","Porcelana",717,2011,71,"Hungary",2.5,NA,"Venezuela","Yes"
"Rozsavolgyi","Aragua, Trincheras",717,2011,70,"Hungary",3.5,NA,"Venezuela","Yes"
"Rozsavolgyi","Principe",765,2011,77,"Hungary",2.75,"Forastero","Principe","Yes"
"S.A.I.D.","Malgascio",607,2010,64,"Italy",3.5,"Trinitario","Madagascar","No"
"S.A.I.D.","Samana",615,2010,70,"Italy",3,NA,"Dominican Republic","Yes"
"S.A.I.D.","Arawak",615,2010,72,"Italy",3.5,NA,"Carribean","Yes"
"Sacred","Midnight",813,2012,83,"U.S.A.",2.75,NA,"Central and S. America","Yes"
"Sacred","Twilight",813,2012,69,"U.S.A.",3.25,NA,"Central and S. America","No"
"Salgado","Bahia Superior",288,2008,70,"Argentina",3.5,"Forastero","Brazil","Yes"
"Salgado","Esmeraldas",288,2008,70,"Argentina",3.5,"Forastero (Nacional)","Ecuador","Yes"
"Salgado","Carenero Superior",288,2008,70,"Argentina",3.5,"Trinitario","Venezuela","Yes"
"Salgado","Rio Arriba",292,2008,70,"Argentina",3.5,"Forastero (Arriba) ASSS","Ecuador","Yes"
"Santander (Compania Nacional)","Colombian 2008",404,2009,75,"Colombia",2.75,"Forastero (Nacional)","Colombia","Yes"
"Santander (Compania Nacional)","Colombian w/ nibs",414,2009,70,"Colombia",3,"Forastero (Nacional)","Colombia","Yes"
"Santander (Compania Nacional)","Colombian Semi Dark",32,2006,53,"Colombia",2,"Forastero (Nacional)","Colombia","No"
"Santander (Compania Nacional)","Colombian",32,2006,65,"Colombia",3,"Forastero (Nacional)","Colombia","No"
"Santander (Compania Nacional)","Colombian Dark",32,2006,70,"Colombia",4,"Forastero (Nacional)","Colombia","Yes"
"Santome","Sao Tome",761,2011,70,"France",2.75,"Forastero","Sao Tome","Yes"
"Scharffen Berger","San Juan de Cheni",959,2012,78,"U.S.A.",4,NA,"Peru","Yes"
"Scharffen Berger","Markham Valley",781,2011,68,"U.S.A.",3.75,NA,"Papua New Guinea","No"
"Scharffen Berger","Camahogne",464,2010,68,"U.S.A.",3.5,"Trinitario","Grenada","No"
"Scharffen Berger","Amina",464,2010,65,"U.S.A.",3.75,"Trinitario, Criollo","Madagascar","No"
"Scharffen Berger","Tome Acu",336,2009,68,"U.S.A.",3.75,NA,"Brazil","No"
"Scharffen Berger","Asante",336,2009,65,"U.S.A.",4,"Forastero","Ghana","No"
"Scharffen Berger","Ben Tre",445,2009,72,"U.S.A.",3.75,"Trinitario","Vietnam","Yes"
"Scharffen Berger","Finisterra",227,2008,72,"U.S.A.",3,"Blend","Ven., Trinidad, Mad.","Yes"
"Scharffen Berger","Las Islas",117,2007,72,"U.S.A.",3,"Blend","Carribean(DR/Jam/Tri)","Yes"
"Scharffen Berger","Cuyagua",135,2007,75,"U.S.A.",3.75,NA,"Venezuela","Yes"
"Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,75,"U.S.A.",3,"Blend","Carribean","Yes"
"Scharffen Berger","Kumasi Sambirano",40,2006,68,"U.S.A.",2,"Blend","Ghana & Madagascar","No"
"Scharffen Berger","Jamaica a l'ancienne",56,2006,70,"U.S.A.",2,"Trinitario","Jamaica","Yes"
"Seaforth","Dominican Republic",1658,2015,70,"U.K.",2.75,NA,"Domincan Republic","Yes"
"Seaforth","Grenada",1658,2015,70,"U.K.",2.75,NA,"Grenada","Yes"
"Shark Mountain","Jamaica",1450,2015,72,"U.S.A.",3.25,"Trinitario","Jamaica","Yes"
"Shark Mountain","Papua New Guinea",1450,2015,73,"U.S.A.",3.5,"Forastero","Papua New Guinea","Yes"
"Shark Mountain","Cuyagua",1466,2015,77,"U.S.A.",2.75,"Criollo","Venezuela","Yes"
"Shark Mountain","ROIG",1466,2015,74,"U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic","Yes"
"Shark Mountain","Ecuador",1335,2014,75,"U.S.A.",3,"Trinitario","Ecuador","Yes"
"Shark Mountain","Belize, 2013",1335,2014,72,"U.S.A.",3.25,"Criollo, Trinitario","Belize","Yes"
"Shark's","Hilo",713,2011,73,"U.S.A.",2,NA,"Hawaii","Yes"
"Shark's","Hilo, w/ added cocoa butter",721,2011,73,"U.S.A.",2.5,NA,"Hawaii","Yes"
"Shattel","Tingo Maria",1884,2016,70,"Peru",3.25,NA,"Peru","Yes"
"Shattell","Porcelana",757,2011,75,"Peru",3.5,"Criollo","Peru","Yes"
"Sibu","Oro",1586,2015,82,"Costa Rica",3.25,NA,"Costa Rica","Yes"
"Sibu","Oscuro",1586,2015,70,"Costa Rica",3.5,NA,"Costa Rica","Yes"
"Sibu Sura","Peru",911,2012,70,"U.S.A.",2.5,NA,"Peru","Yes"
"Silvio Bessone","Maya Belize",717,2011,67,"Italy",3,"Criollo","Belize","No"
"Silvio Bessone","Trintade, Sao Tome",725,2011,65,"Italy",3.25,"Forastero","Sao Tome","No"
"Silvio Bessone","Bahia, Scavina",729,2011,60,"Italy",3.25,"Trinitario","Brazil","No"
"Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,68,"Italy",3,"Criollo, Trinitario","Colombia","No"
"Sirene","Wild Bolivia",1788,2016,73,"Canada",3.5,NA,"Bolivia","Yes"
"Sirene","Kokoa Kamili Coop",1856,2016,73,"Canada",3.5,NA,"Tanzania","Yes"
"Sirene","Esmeraldas, Salazar Farm",1860,2016,73,"Canada",3.75,NA,"Ecuador","Yes"
"Sirene","Somia Plantation, 2012",1502,2015,100,"Canada",3,"Trinitario","Madagascar","Yes"
"Sirene","Camino Verde P., Balao, Guayas, 2012",1506,2015,100,"Canada",3,NA,"Ecuador","Yes"
"Sirene","Lachua w/ cane sugar",1614,2015,73,"Canada",3,NA,"Guatemala","Yes"
"Sirene","Lachua w/ maple sugar, batch 5",1614,2015,73,"Canada",3.25,NA,"Guatemala","Yes"
"Sirene","Pisa",1650,2015,73,"Canada",3.25,NA,"Haiti","Yes"
"Sirene","Somia Plantation, 2012",1339,2014,67,"Canada",3.75,"Trinitario","Madagascar","No"
"Sirene","Somia Plantation, 2012",1339,2014,73,"Canada",3.75,"Trinitario","Madagascar","Yes"
"Sirene","Camino Verde P., Balao, Guayas",1343,2014,73,"Canada",3.75,NA,"Ecuador","Yes"
"Sjolinds","Ghana",1454,2015,70,"U.S.A.",2.75,"Forastero","Ghana","Yes"
"Sjolinds","Nicaragua",1462,2015,72,"U.S.A.",3,NA,"Nicaragua","Yes"
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70,"Australia",3.5,NA,"Dominican Republic","Yes"
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70,"Australia",3.75,"Criollo","Venezuela","Yes"
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70,"Australia",4,"Criollo","Ecuador","Yes"
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70,"Australia",3.75,NA,"Belize","Yes"
"Smooth Chocolator, The","Tien Giang",1864,2016,70,"Australia",3,"Trinitario","Vietnam","Yes"
"Smooth Chocolator, The","Australia",1864,2016,67,"Australia",3.75,NA,"Australia","No"
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70,"Australia",3.25,NA,"Guatemala","Yes"
"Smooth Chocolator, The","Akesson's Estate",1618,2015,65,"Australia",3.25,"Trinitario","Madagascar","No"
"Smooth Chocolator, The","Akesson's Estate",1622,2015,70,"Australia",3.5,"Trinitario","Madagascar","Yes"
"Smooth Chocolator, The","Kokoa Kamili",1622,2015,67,"Australia",3.75,NA,"Tanzania","No"
"Smooth Chocolator, The","San Juan Estate",1622,2015,70,"Australia",3.75,"Trinitario","Trinidad","Yes"
"Smooth Chocolator, The","Camino Verde",1622,2015,72,"Australia",4,NA,"Ecuador","Yes"
"Smooth Chocolator, The","Bolivia",1626,2015,72,"Australia",2.75,NA,"Bolivia","Yes"
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65,"Australia",3.5,NA,"Papua New Guinea","No"
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67,"Australia",3,"Forastero (Nacional)","Peru","No"
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70,"Australia",3.75,"Trinitario","Venezuela","Yes"
"Snake & Butterfly","Ghana",693,2011,67,"U.S.A.",1.5,"Forastero","Ghana","No"
"Snake & Butterfly","Madagascar",502,2010,68,"U.S.A.",3,"Trinitario","Madagascar","No"
"Snake & Butterfly","Ecuador",502,2010,68,"U.S.A.",3.25,NA,"Ecuador","No"
"Sol Cacao","Ecuador, Batch 1",1812,2016,70,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Sol Cacao","Madagascar",1518,2015,72,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Solkiki","Maranon, Fortunato No. 4",1840,2016,68,"U.K.",2.75,"Forastero (Nacional)","Peru","No"
"Solkiki","Castillo, Hispaniola, unroasted",1840,2016,85,"U.K.",2.75,NA,"Domincan Republic","Yes"
"Solomons Gold","Solomon Island",1792,2016,70,"New Zealand",3.25,NA,"Solomon Islands","Yes"
"Solomons Gold","Solomon Island w/ nibs",1796,2016,75,"New Zealand",3.25,NA,"Solomon Islands","Yes"
"Solstice","Bundibugyo",1335,2014,70,"U.S.A.",3,"Forastero, Trinitario","Uganda","Yes"
"Solstice","Sambirano",1157,2013,70,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Solstice","Amazonas",1157,2013,70,"U.S.A.",3,NA,"Venezuela","Yes"
"Solstice","Bolivia",1161,2013,70,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Solstice","San Martin",1161,2013,70,"U.S.A.",3.25,NA,"Peru","Yes"
"Soma","Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62,"Canada",3.5,NA,"Domincan Republic","No"
"Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,70,"Canada",3.5,"Trinitario","Madagascar","Yes"
"Soma","Bahia Black, batch bra50722.1",1828,2016,70,"Canada",3.5,"Forastero (Parazinho)","Brazil","Yes"
"Soma","Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75,"Canada",3.75,NA,"Ven.,Ecu.,Peru,Nic.","Yes"
"Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70,"Canada",3.75,"Trinitario","Nicaragua","Yes"
"Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,70,"Canada",4,"Trinitario","Vietnam","Yes"
"Soma","Camino Verde, Black S., batch cvu6030.0",1832,2016,70,"Canada",3.25,NA,"Ecuador","Yes"
"Soma","CSB Chama",1594,2015,70,"Canada",3.5,"Criollo","Venezuela","Yes"
"Soma","Porcelana",1594,2015,75,"Canada",4,NA,"Venezuela","Yes"
"Soma","La Tronca, Matagalpa",1227,2014,70,"Canada",3.5,NA,"Nicaragua","Yes"
"Soma","Maranon Canyon",1259,2014,70,"Canada",3.75,"Forastero (Nacional)","Peru","Yes"
"Soma","La Dalia",1307,2014,70,"Canada",3.25,"Trinitario","Nicaragua","Yes"
"Soma","Camino Verde P., Balao, Guayas",1307,2014,80,"Canada",3.5,"Forastero (Nacional)","Ecuador","Yes"
"Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,70,"Canada",3.75,"Forastero (Amelonado)","Vanuatu","Yes"
"Soma","Little Big Man",1339,2014,70,"Canada",3.25,"Blend","Madagascar & Ecuador","Yes"
"Soma","Rizek Cacao, Domin. Rep.",1019,2013,77,"Canada",3.75,"Trinitario","Dominican Republic","Yes"
"Soma","Java",1030,2013,70,"Canada",3.25,"Criollo","Indonesia","Yes"
"Soma","Apurimac, El Quinacho Co-op",1073,2013,70,"Canada",2.75,"Criollo","Peru","Yes"
"Soma","Sangre Grande P., Trinidad",1073,2013,70,"Canada",3.75,"Trinitario","Trinidad","Yes"
"Soma","Patanemo",1077,2013,70,"Canada",3.75,"Criollo","Venezuela","Yes"
"Soma","Crazy 88",1077,2013,88,"Canada",4,NA,"Guat., D.R., Peru, Mad., PNG","Yes"
"Soma","Maracaibo, El Vigia",1077,2013,70,"Canada",4,"Criollo","Venezuela","Yes"
"Soma","Equator",1081,2013,67,"Canada",4,NA,"Peru, Dom. Rep","No"
"Soma","Orinoco",1173,2013,70,"Canada",3.25,"Forastero","Venezuela","Yes"
"Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,70,"Canada",4,"Trinitario","Jamaica","Yes"
"Soma","Noula Coop",817,2012,70,"Canada",3.25,NA,"Haiti","Yes"
"Soma","O'ahu",833,2012,70,"Canada",3.75,NA,"Hawaii","Yes"
"Soma","Dual Origins, Sambirano, Elvesia",867,2012,70,"Canada",4,"Blend","Dom. Rep., Madagascar","Yes"
"Soma","Dancing in Your Head, 5 bean blend",867,2012,70,"Canada",4,"Blend","Gre., PNG, Haw., Haiti, Mad","Yes"
"Soma","Cahabon Region",951,2012,70,"Canada",3.5,"Trinitario","Guatemala","Yes"
"Soma","Carenero Superior",951,2012,70,"Canada",3.75,"Trinitario","Venezuela","Yes"
"Soma","Eastern Promises",967,2012,70,"Canada",3.5,"Blend","Mad., Java, PNG","Yes"
"Soma","Papua New Guinea",983,2012,85,"Canada",3.5,"Trinitario","Papua New Guinea","Yes"
"Soma","Grenada, Black Science",676,2011,70,"Canada",2.75,"Trinitario","Grenada","Yes"
"Soma","Alto Beni, Wild Bolivian",676,2011,70,"Canada",3.5,"Nacional","Bolivia","Yes"
"Soma","Peruvian",676,2011,64,"Canada",4,NA,"Peru","No"
"Soma","Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70,"Canada",4,"","Ven, Bolivia, D.R.","Yes"
"Soma","Elvesia P., Black Science",682,2011,70,"Canada",3.75,"Forastero","Dominican Republic","Yes"
"Soma","Chuao",688,2011,70,"Canada",3.5,"Criollo","Venezuela","Yes"
"Soma","Black Science Blend 1",607,2010,70,"Canada",3.75,"Trinitario, Nacional","DR, Ecuador, Peru","Yes"
"Soma","Hispaniola",377,2009,70,"Canada",3,"Forastero","Dominican Republic","Yes"
"Soma","Africa",377,2009,70,"Canada",3.5,"Forastero","Ghana","Yes"
"Soma","Conacado",387,2009,70,"Canada",3,"Trinitario","Dominican Republic","Yes"
"Soma","Papua New Guinea",387,2009,70,"Canada",3.5,"Trinitario","Papua New Guinea","Yes"
"Soma","Madagascar",387,2009,70,"Canada",3.75,"Criollo","Madagascar","Yes"
"Soma","Ocumare",387,2009,70,"Canada",3.75,"Criollo","Venezuela","Yes"
"Somerville","Nicaragua",1367,2014,70,"U.S.A.",3.25,NA,"Nicaragua","Yes"
"Somerville","Hawaiian, Big Island",1395,2014,70,"U.S.A.",3.5,NA,"Hawaii","Yes"
"Soul","Dominican Republic",1932,2017,70,"Canada",3.25,NA,"Dominican Republic","Yes"
"Soul","Madagascar",1936,2017,70,"Canada",3.5,NA,"Madagascar","Yes"
"Soul","Venezuela",1936,2017,75,"Canada",3.5,NA,"Venezuela","Yes"
"Soul","Ecuador",1936,2017,75,"Canada",3.25,NA,"Ecuador","Yes"
"Soul","Papua New Guinea",1936,2017,77,"Canada",3.25,NA,"Papua New Guinea","Yes"
"Soul","Tanzania",1940,2017,80,"Canada",3.5,NA,"Tanzania","Yes"
"Spagnvola","AgroCriso Plantation",793,2012,70,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Spagnvola","AgroCriso Plantation",793,2012,80,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Spagnvola","AgroCriso Plantation",793,2012,75,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Spencer","Dominican Republic",1932,2017,70,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Spencer","Ecuador",1932,2017,70,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Spencer","Peru",1932,2017,70,"U.S.A.",2.75,NA,"Peru","Yes"
"Spencer","Dominican Republic, lot D82R",1792,2016,70,"Australia",3.5,NA,"Domincan Republic","Yes"
"Spencer","Ecuador, lot E432314L",1792,2016,70,"Australia",3.75,NA,"Ecuador","Yes"
"Spencer","Madagascar, lot M0403R",1792,2016,70,"Australia",3.75,NA,"Madagascar","Yes"
"Spencer","Malekula Island",1434,2014,72,"Australia",2.75,"Trinitario","Vanuatu","Yes"
"Sprungli (Felchlin)","Alto Beni",1057,2013,70,"Switzerland",3,"Criollo","Bolivia","Yes"
"SRSLY","Dominican Republic",1113,2013,70,"U.S.A.",3,NA,"Dominican Republic","Yes"
"SRSLY","Dominican Republic",1121,2013,84,"U.S.A.",2.25,NA,"Dominican Republic","Yes"
"Starchild","Bolivar, Arriba",1634,2015,70,"U.S.A.",3,"Forastero (Nacional)","Ecuador","Yes"
"Starchild","Hispaniola",1692,2015,70,"U.S.A.",3,NA,"Domincan Republic","Yes"
"Starchild","Cacao Verapaz",1692,2015,70,"U.S.A.",3,NA,"Guatemala","Yes"
"Starchild","Rio Tuma",1692,2015,70,"U.S.A.",3,"Trinitario (Amelonado)","Nicaragua","Yes"
"Starchild","Sambirano Valley",1696,2015,70,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,68,"Switzerland",2.75,"Trinitario","Brazil","No"
"Stella (aka Bernrain)","India",729,2011,72,"Switzerland",3.25,NA,"India","Yes"
"Stone Grindz","Ecuador, Midnight Dark",1291,2014,84,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Stone Grindz","Ecuador, Twilght Dark",1291,2014,70,"U.S.A.",3.5,NA,"Ecuador","Yes"
"StRita Supreme","Samar, East Visayas region",939,2012,65,"U.S.A.",2.5,NA,"Philippines","No"
"StRita Supreme","Samar, East Visayas region",943,2012,70,"U.S.A.",2.5,NA,"Philippines","Yes"
"StRita Supreme","Samar, East Visayas region",943,2012,75,"U.S.A.",2.75,NA,"Philippines","Yes"
"Sublime Origins","Sambirano",1157,2013,67,"U.S.A.",2.75,"Trinitario","Madagascar","No"
"Sublime Origins","Moho Valley",1157,2013,78,"U.S.A.",3.25,"Trinitario","Belize","Yes"
"Summerbird","Peru",1800,2016,61,"Denmark",2.5,"Criollo, Trinitario","Peru","No"
"Summerbird","Peru",1800,2016,71,"Denmark",3,"Criollo, Trinitario","Peru","Yes"
"Suruca Chocolate","Venezuela",1796,2016,70,"Venezuela",2.75,NA,"Venezuela","Yes"
"Suruca Chocolate","Venezuela",1796,2016,60,"Venezuela",3,NA,"Venezuela","No"
"Svenska Kakaobolaget","Sri Lanka",1618,2015,70,"Sweden",2.75,"Criollo, Trinitario","Sri Lanka","Yes"
"Szanto Tibor","Nacional",1668,2015,70,"Hungary",3.25,NA,"Ecuador","Yes"
"Szanto Tibor","Baracoa",1704,2015,88,"Hungary",3.25,"Trinitario","Cuba","Yes"
"Szanto Tibor","Ambolikapiky",1704,2015,70,"Hungary",3.25,"Trinitario","Madagascar","Yes"
"Szanto Tibor","Winak, Sumaco",1704,2015,70,"Hungary",3.75,"Forastero (Nacional)","Ecuador","Yes"
"Szanto Tibor","Ben Tre, Mekong Delta",1708,2015,70,"Hungary",3.25,"Trinitario","Vietnam","Yes"
"Szanto Tibor","Fazenda Sempre Firme, Bahia",1708,2015,70,"Hungary",3.5,"Forastero (Parazinho)","Brazil","Yes"
"Szanto Tibor","Porcelana",1263,2014,70,"Hungary",3.5,"Criollo","Venezuela","Yes"
"Szanto Tibor","Baracoa",1263,2014,70,"Hungary",3.75,"Trinitario","Cuba","Yes"
"Szanto Tibor","Autumn, Primary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Criollo","Madagascar","Yes"
"Szanto Tibor","Spring, Secondary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Criollo","Madagascar","Yes"
"Szanto Tibor","Cacao Blanco",1193,2013,70,"Hungary",3.25,NA,"Nicaragua","Yes"
"Szanto Tibor","Santo Domingo",939,2012,70,"Hungary",3.25,NA,"Dominican Republic","Yes"
"Szanto Tibor","Millot Plantation",939,2012,70,"Hungary",3.25,NA,"Madagascar","Yes"
"Szanto Tibor","Ayacucho, ""El Guinacho""",939,2012,70,"Hungary",3.75,NA,"Peru","Yes"
"Szanto Tibor","Crudo",761,2011,70,"Hungary",3,NA,"Venezuela","Yes"
"Tabal","Costa Rica",1101,2013,70,"U.S.A.",2.75,NA,"Costa Rica","Yes"
"Tabal","Dominican Republic",1101,2013,70,"U.S.A.",2.75,NA,"Dominican Republic","Yes"
"Tabal","Chiapas, Lacandon Jungle",1105,2013,70,"U.S.A.",2.5,NA,"Mexico","Yes"
"Tabal","Peru",1105,2013,70,"U.S.A.",3,NA,"Peru","Yes"
"Tablette (aka Vanillabeans)","Colombia",1450,2015,70,"Japan",3,NA,"Colombia","Yes"
"Tablette (aka Vanillabeans)","Papua",1450,2015,62,"Japan",3.25,NA,"Papua New Guinea","No"
"Tablette (aka Vanillabeans)","Vietnam",1450,2015,60,"Japan",3.25,"Trinitario","Vietnam","No"
"Tablette (aka Vanillabeans)","Trinidad",1680,2015,77,"Japan",2.75,"Trinitario","Trinidad","Yes"
"Tan Ban Skrati","Paramaribo, batch 20160043-01",1868,2016,70,"Suriname",3.25,"Trinitario","Suriname","Yes"
"Taza","Belize",1271,2014,68,"U.S.A.",3,"Trinitario","Belize","No"
"Taza","Alto Beni",785,2011,87,"U.S.A.",3.25,NA,"Bolivia","Yes"
"Taza","Chiapan",451,2009,75,"U.S.A.",2.75,NA,"Mexico","Yes"
"Taza","Dark, Stone Ground",180,2007,70,"U.S.A.",3,NA,"Dominican Republic","Yes"
"TCHO","West Africa",1716,2016,62,"U.S.A.",2,"Forastero","West Africa","No"
"TCHO","Peru- Ecuador",915,2012,99,"U.S.A.",3.25,NA,"Peru, Ecuador","Yes"
"TCHO","Chocolatey-beta",199,2008,70,"U.S.A.",2.5,"Forastero","Ghana","Yes"
"TCHO","Fruity-beta",280,2008,70,"U.S.A.",2.5,NA,"Peru","Yes"
"TCHO","Citrus-beta",280,2008,70,"U.S.A.",2.75,NA,"Madagascar","Yes"
"TCHO","Nutty-beta",284,2008,70,"U.S.A.",2.5,NA,"Peru","Yes"
"Tejas","Concepcion",801,2012,70,"U.S.A.",2.75,NA,"Madagascar","Yes"
"Tejas","Bayou Blend",801,2012,70,"U.S.A.",3,"Blend","Ecuador, Mad., PNG","Yes"
"Tejas","Aranama",805,2012,70,"U.S.A.",3,NA,"Papua New Guinea","Yes"
"Tejas","Presidio",805,2012,70,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Tejas","La Bahia, w/ cane juice",817,2012,70,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Tejas","Capistrano",821,2012,70,"U.S.A.",2,NA,"Peru","Yes"
"Tejas","La Bahia, w/ cane sugar",825,2012,70,"U.S.A.",3.25,NA,"Ecuador","Yes"
"Tejas","San Jose",829,2012,70,"U.S.A.",2.75,NA,"Bolivia","Yes"
"Tejas","Capistrano*",829,2012,70,"U.S.A.",3,NA,"Madagascar","Yes"
"Tejas","Espada",833,2012,70,"U.S.A.",3.25,NA,"Mexico","Yes"
"Tejas","Espada",967,2012,70,"U.S.A.",2.75,NA,"Brazil","Yes"
"Tejas","Concepcion*",971,2012,80,"U.S.A.",3,NA,"Venezuela","Yes"
"Tejas","San Jose",971,2012,67,"U.S.A.",3.25,NA,"Bolivia","No"
"Tejas","Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70,"U.S.A.",3.5,"Forastero (Parazinho)","Brazil","Yes"
